section,nom,type,debut,fin,dg,dt,cs,municipalite
13298700,route 132,Route,"route 297, à Saint-Moise",132/234 (Entrée village Sainte-Angèle),53.0,65.0,6.0,Saint-Moïse
4064001,A-40 et boulevard des Chutes bretelle A,Bretelle,A40,boulevard des Chutes,53.0,71.0,84.0,Québec
4050006,00040-07-123-32C0,Bretelle,Route 367,A-40 Ouest,53.0,71.0,84.0,Saint-Augustin-de-Desmaures
21730000,BOULEVARD EDOUARD VII,Route,boulevard Monette (63702),rang Saint-Joseph sud,56.0,29.0,2.0,Saint-Philippe
2047506,Bretelle accès A-20 dir. est  Halte de l'Érable,Bretelle,entrée halte de l'Érable,sortie halte de l'Érable,53.0,64.0,7.0,Villeroy
39336000,,Route,chemin rang 2 et 3,route 390,53.0,91.0,9.0,Sainte-Germaine-Boulé
26150000,route 261,Route,ch. Roussell,route 226,53.0,64.0,6.0,Maddington
2024054,00020-03-042-3AF0,Bretelle,Intersection avec la bretelle 00020-03-042-3AG0,NON-DEFINI,56.0,29.0,2.0,Longueuil
13251000,Route 132,Route,"Route 230, à Sainte-Anne",Rue Hudon,53.0,65.0,9.0,La Pocatière
2188001000,,Route,845 mètres à l'est chemin de la mine Norbec,chemin des mines,53.0,91.0,7.0,Rouyn-Noranda
2034000,autoroute 20,Route,route137,rue Girouard,53.0,86.0,10.0,Saint-Hyacinthe
13340000,route 133,Route,"avenue Ruth, à Otterburn Park",route 116,56.0,29.0,2.0,Mont-Saint-Hilaire
20425800,route 204,Route,Intersection de la Route 173-01-102,début du carrefour giratoire,53.0,66.0,6.0,Saint-Georges
2052020,00020-06-051-32B0,Bretelle,"Autoroute 20 Est, pont Jumeau Sud","Autoroute 73 Nord, pont Pierre-Laporte",53.0,66.0,10.0,Lévis
4764001000,BLV  ROCH-BOIVIN/BLV  MARTEL,Route,Rte 172,Rg St-Marc,53.0,68.0,6.0,Saguenay
9292001000,92920-02-020-000C,Route,Route de la Rivière,rang des Fondateurs,53.0,65.0,7.0,Saint-Eusèbe
32732000,,Route,chemin du Lac Grothe,limite de Harrington,53.0,88.0,7.0,Grenville-sur-la-Rouge
4692000200,RANG CINQ,L,LIM.DE LABRECQUE CT & BEGIN SD,,53.0,68.0,6.0,Bégin
24366000,route 243,Route,"Rue Belmont , Rue Bridge",Route 143,53.0,90.0,9.0,Richmond
6666401000,RUE HALL,Route,Route 139,Rue Principale,53.0,90.0,12.0,East Farnham
2289001000,,Route,route 382,chemin Moffet-Laforce,53.0,91.0,10.0,Latulipe-et-Gaboury
4013950,autoroute 40,Route,"Sortie 74, rue Iberville","Sortie 75, Boul. Saint-Michel",56.0,29.0,2.0,Montréal
2028004,00020-03-050-35C0,Bretelle,Bretelle A-30 Ouest,A-20 Est,56.0,29.0,2.0,Boucherville
7346046,Ave de Rochebelle vers 73N,Bretelle,Intersection rue de Rochebelle,00073-03-041-33S0,53.0,71.0,84.0,Québec
20225500,ROUTE 202,Route,route 219 (Hemmingford),rang Roxham (Parc Safari),53.0,86.0,13.0,Hemmingford
2130001000,,Route,route des 3e et 4e rangs,rang de la Baie,53.0,91.0,9.0,Roquemaure
10942500,route 109,Route,"chemin des 7e et 8e rang, (Rte de l'Eglise)","chemin du Détour, entrée du village St-Dominique",53.0,91.0,8.0,Saint-Félix-de-Dalquier
14850000,route 148,Route,chemin de la Presqu'île (Plaisance),"rue Montfortains, N",53.0,89.0,6.0,Papineauville
1024708,Autoroute 410 Ouest,Bretelle,Autoroute 410 Ouest (S-140),Autoroute 10 Ouest,53.0,90.0,8.0,Sherbrooke
28320000,ROUTE 283,Route,route 204 ouest,route 204 est,53.0,66.0,8.0,Saint-Fabien-de-Panet
61030000,Autoroute 610,Route,route 216,Giratoire 610-112,53.0,90.0,8.0,Sherbrooke
7446201000,,Route,chemin Lyon,route 141,53.0,90.0,7.0,Coaticook
2016501,00020-02-073-34A0,Bretelle,"Sortie 63, A-20 Est vers Lasalle et Pont Mercier",Musoir de la R-138 Ouest,56.0,29.0,2.0,Montréal
13234000,route 132,Route,route 263,route 218,53.0,64.0,6.0,Bécancour
1301800,autoroute 13,Route,Entrée venant de la rue Hickmore,Musoir de la sortie vers aut.#520 Est,56.0,29.0,2.0,Montréal
7493101000,,Route,route 251,route Huot (74630),53.0,90.0,7.0,Saint-Herménégilde
3745001000,,Route,rue Principale (37500),route 349,53.0,70.0,7.0,Saint-Léon-le-Grand
4052100,autoroute 40,Route,accès est Blaise-Pascal,autoroute 440,53.0,71.0,84.0,Québec
13271400,route 132,Route,"route 132, à Mont-Joli",ch. Perreault,53.0,65.0,6.0,Sainte-Flavie
8586101000,RANG DES FONDS,Route,route 108,rang Sainte-Caroline,53.0,66.0,6.0,Saint-Victor
4050001,00040-07-123-32A0,Bretelle,A-40 Est,Route 367,53.0,71.0,84.0,Saint-Augustin-de-Desmaures
8036001000,,Route,2e rang (80431),3e rang (79955),53.0,64.0,7.0,Saint-Ferdinand
2051000,autoroute 20,Route,route 116,Sortie vers l'autoroute 73 sud,53.0,66.0,10.0,Lévis
7099202000,Montée Chicoine-Larose / Rue Labonté / Chemin du Second-Ruis,Route,rang du Petit-Côteau (70991),chemin de la Beauce (71440),56.0,29.0,2.0,Calixa-Lavallée
4057016,A-40 et R-358 bretelle K,Bretelle,Intersection rue Bouvier ouest,Voie de service A-40 ouest,53.0,71.0,84.0,Québec
34843500,ROUTE 348,Route,chemin Saint-Gabriel (36291),"route 347, à Saint-Gabriel",53.0,88.0,6.0,Saint-Gabriel-de-Brandon
2647202000,,Route,"rue Principale, Blue Sea",route 105,53.0,89.0,9.0,Gracefield
13296000,route 132,Route,chemin du Moulin,rue du Pont,53.0,65.0,6.0,Routhierville
13812002,00138-02-010-33C0,Bretelle,Sortie A-20 Ouest,A-20 Ouest,56.0,29.0,2.0,Montréal
7333012,00073-01-156-32B0,Bretelle,route Cameron,A73N-Robert-Cliche,53.0,66.0,6.0,Sainte-Marie
4382102000,CHEMIN PRINCIPAL,Route,chemin de la Traverse,chemin des Coudriers,53.0,71.0,85.0,L'Isle-aux-Coudres
9847901000,ROUTE DU PARC,Route,Rte de la rivière,Limite de la réserve,53.0,63.0,9.0,Port-Daniel - Gascons
13282400,route 132,Route,Rue Côté,Route du syndicat,53.0,63.0,7.0,Cloridorme
4952001000,,Route,route 138,int. rue St-Régis,53.0,67.0,7.0,Godbout
6099020000,CHEMIN DES QUARANTE,Route,chemin de la Rivière-Châteauguay,"route 236, à St-Louis-de-Gonzague",53.0,86.0,12.0,Saint-Louis-de-Gonzague
5553000,A55 (entre A40 et A40),Route,pont de l'autoroute 40 est,limite de Trois-Rivieres et de Trois-Rivieres-ouest,53.0,70.0,7.0,Trois-Rivières
2028003,00020-03-050-35B0,Bretelle,Bretelle de A-20 Est,A-30 Ouest,56.0,29.0,2.0,Boucherville
14835000,Boul. des Allumettières,Route,rue Demontigny,rue St-Joseph,53.0,89.0,7.0,Gatineau
16930000,Avenue du Pont Nord,Route,rue des Pins,Carrefour giratoire du chemin de la Grande-Décharge,53.0,68.0,7.0,Alma
11799500,route 117,Route,chemin du Mont Kanasuta.,frontière de l'Ontario,53.0,91.0,7.0,Rouyn-Noranda
21437000,route 214,Route,ch. du Maine Central,route 108,53.0,90.0,7.0,Westbury
20918000,GRAND RANG DE SAINTE-CLOTILDE,Route,chemin de l'Église,route 205,53.0,86.0,13.0,Sainte-Clotilde
11113000,route 111,Route,chemin des 4e et 5e rang est (19430),Lacorne,53.0,91.0,6.0,Val-d'Or
3480004000,,Route,route Mathias (34951),route 131,53.0,88.0,6.0,Notre-Dame-de-Lourdes
7345005,00073-03-041-32I0,Bretelle,Intersection Avenue des Hotels,Int. début du boulevard Champlain,53.0,71.0,84.0,Québec
11133000,route 111,Route,Launay-Station (20650),"route 390, à Taschereau",53.0,91.0,9.0,Taschereau
4058002,00040-08-075-32G0b,Bretelle,00040-08-075-32C0,00973-01-011-000G,53.0,71.0,84.0,Québec
2004850,00020-01-070-31H0,Bretelle,A-30 est,Bretelle 00020-01-070-31G0 vers l'A-20 est,56.0,29.0,2.0,Vaudreuil-Dorion
7891003000,,Route,route de la Seine (78901),chemin Missouri (78931),53.0,64.0,6.0,Bécancour
3285002000,Montée Ryan,Route,route 327,chemin Duplessis (327 nord),53.0,88.0,9.0,Mont-Tremblant
2058125,00020-06-081-31M0,Bretelle,Chemin des Iles,"A20 Ouest, Fusion 31I0-31J0",53.0,66.0,10.0,Lévis
5510304,Auto. 55 Sud,Bretelle,Autoroute 55 Sud (S-60),Chemin du Parc industriel,53.0,90.0,8.0,Sherbrooke
9641001000,Route de Sainte-Paule,Route,RTE 132,RUE BANVILLE,53.0,65.0,6.0,Sainte-Paule
1024906,Autoroute 10 Ouest,Bretelle,Autoroute 10 Ouest (S-141),Rue du Fer Droit (Plateau St-Joseph),53.0,90.0,8.0,Sherbrooke
7346022,00073-03-041-36C0,Bretelle,00073-03-041-000D,Fin du musoir,53.0,71.0,84.0,Québec
34863500,,Route,route 349,route 350,53.0,88.0,6.0,Saint-Didace
3019020,00030-02-300-31D0,Bretelle,Autoroute 30 ouest,Route 207-221,56.0,29.0,2.0,Saint-Constant
2505002,00025-01-005-3AN0,Bretelle,Venant de la route 132,Intersection avec la bretelle 3AJ0,56.0,29.0,2.0,Longueuil
8477103000,"Rue du Pont, Rue La Salle",Route,chemin Principal (84930),route 204,53.0,90.0,6.0,Saint-Ludger
4474003000,"Rue et chemin De Quen, rte des 14-Arpents",Route,5e rang,rang Scott,53.0,68.0,7.0,Saint-Gédéon
2276001000,,Route,chemin Moffet-Laforce,chemin de Belleterre-Laforce,53.0,91.0,10.0,Laforce
13245000,route 132,Route,route 279,route de Beaumont,53.0,66.0,9.0,Beaumont
17217500,route 172,Route,musoir de la bretelle 3AF0,"Boul  Roch-Boivin,  Chic-Nord",53.0,68.0,6.0,Saguenay
17550014,00175-02-015-31C0,Bretelle,CARR.R-175 ET CH.ST-LOUIS BRET.C,Indéfini,53.0,71.0,84.0,Québec
32555000,Route Principale,Route,Montée du Bois-Franc (30303),Chemin des Érables,53.0,86.0,12.0,Très-Saint-Rédempteur
4291004000,AVE. STE-BRIGITTE,Route,Traverse du Lac Beauport,Rue Auclair,53.0,71.0,84.0,Sainte-Brigitte-de-Laval
34402500,route 344,Route,route 148,rue Principale,53.0,88.0,7.0,Grenville-sur-la-Rouge
1943001000,,Route,route 111,chemin du Curé-Brien (19440),53.0,91.0,6.0,Val-d'Or
10537500,route 105,Route,"Low, chemin Fieldsville",chemin Brown,53.0,89.0,9.0,Low
13305000,ROUTE PRINCIPALE,Route,Intersection nord-ouest de la route 202,route 227 (Saint-Sébastien),53.0,86.0,11.0,Saint-Sébastien
4037500,autoroute 40,Route,route 157,rue des Prairies,53.0,70.0,7.0,Trois-Rivières
20419000,route 204,Route,Int 2 ième ave.sud St-Gédéon,Int route 269 sud,53.0,66.0,6.0,Saint-Gédéon-de-Beauce
4051712,00040-08-010-33N0,Bretelle,CARR.A-40 ET A-540 BRET.N,Indéfini,53.0,71.0,84.0,Québec
54080000,AUT. DUPLESSIS,Route,échangeur nord,chemin des Quatre-Bourgeois,53.0,71.0,84.0,Québec
61010000,Autoroute 610,Route,autoroute 55,boul. St-François,53.0,90.0,8.0,Sherbrooke
6371930000,Rue Principale / Montée Monette,Route,A-15,Montée Monette et Route Édouard-VII,56.0,29.0,2.0,Saint-Mathieu
23730000,Route 237,Route,route 213,route 202,53.0,90.0,12.0,Frelighsburg
21936000,RUE BERNIER,Route,Chemin Deland,Rue Pierre-Caisse,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
2020000,autoroute 20,Route,Pont Champlain (autoroute 10),route 112,56.0,29.0,2.0,Saint-Lambert
10962500,route 109,Route,route de l'aéroport Matagami,route Matagami,53.0,91.0,8.0,Matagami
36812500,CH ROYAL,Route,"chemin du club de golf, à Saint-Laurent","route Prévost, à Saint-Laurent",53.0,71.0,84.0,Saint-Laurent-de-l'Île-d'Orléans
16736000,RTE 167     AILLEBOUST CANTON,Route,accès à l'usine Donohue (km 85),"Riv Normandin:   Accès Camp Vimont,  Donohue/Alliance (km 143)",53.0,93.0,4.0,Lac-Ashuapmushuan
5551501,00055-05-031-31B0,Bretelle,INTERS BOUL. ROYAL.,SUR LA LIGNE DE CENTRE DE LA 55 VOIE NORD.,53.0,70.0,7.0,Trois-Rivières
16975000,route 169,Route,"Rte 155,   Chambord","Rue de la Gare,  Chambord",53.0,68.0,8.0,Chambord
14870000,route 148,Route,rue Clément-Pesant,boul. Industriel,56.0,29.0,2.0,Mirabel
13282000,route 132,Route,rivière Madeleine,rue Bellevue Sud,53.0,63.0,7.0,Grande-Vallée
13113000,route 131,Route,route 158,boulevard Firestone (35501),53.0,88.0,6.0,Joliette
41041914,00410-01-025-33E0,Bretelle,A-410 Ouest (S-4),rue King Est,53.0,90.0,8.0,Sherbrooke
7265001000,Route Ployart,Route,entrée-sortie de l'autoroute 55,4e rang (72640),53.0,64.0,8.0,L'Avenir
5516000,autoroute 55,Route,route 116,route Ployart,53.0,90.0,9.0,Ulverton
4695003000,RTE  BÉGIN,Route,2e rang ouest,4e rang,53.0,68.0,6.0,Bégin
3532510,00035-02-040-31C0,Bretelle,Route 223,A-35 nord,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
7345002,00073-03-041-31A0 (0-99),Bretelle,00073-03-041-000D,00136-001-011-000D,53.0,71.0,84.0,Québec
2018050,autoroute 20,Route,entrée Angrignon,vers le Pont Champlain,56.0,29.0,2.0,Montréal
4630002000,RTE NOTRE-DAME-DE-LA-LORETTE,Route,Rg St-Louis (46350),"Rue du Pont,  St-Eugène",53.0,68.0,8.0,Dolbeau-Mistassini
13208800,ROUTE 132-138,Route,route 207-221,Entrée sud-ouest du pont Mercier (route 138 est),56.0,29.0,2.0,Kahnawake
8633102000,Chemin Rageot,Route,route 269,rang Saint-Noël (86290),53.0,66.0,10.0,Saint-Narcisse-de-Beaurivage
10552500,route 105,Route,Bouchette,chemin Farley,53.0,89.0,9.0,Messines
20150520,00201-02-010-32F0,Bretelle,Route 338 est,Fin du biseau route 201 sud (joint nord du pont no 4),53.0,86.0,12.0,Coteau-du-Lac
8953101000,Montée Saint-François,Route,route 228,autoroute 20,53.0,66.0,8.0,Saint-François-de-la-Rivière-du-Sud
6298001000,Rue Quinn,Route,autoroute 35,route 235,53.0,90.0,12.0,Saint-Armand
21902000,ROUTE 219,Route,Frontière américaine,Chemin James-Ficher et de Covey Hill,53.0,86.0,13.0,Hemmingford
44015013,00440-01-102-34B0,Bretelle,Intersection voie de service A-440 Est,Intersection A-440 Est (musoir),56.0,29.0,2.0,Laval
4003500,autoroute 40,Route,Autoroute 540 sud (entrée 32),Avenue Saint-Charles (30212) (éch. 35),56.0,29.0,2.0,Vaudreuil-Dorion
11325000,route 113,Route,limite nord de Senneterre,limite sud Canton Ducros,53.0,91.0,6.0,Senneterre
13220000,route 132,Route,rang sud à Saint-Pierre (71671),rang Picoudie,53.0,86.0,10.0,Sorel-Tracy
16545000,route 165,Route,route 263,route 162,53.0,64.0,7.0,Princeville
32530000,CHEMIN DE LA GRANDE-CÔTE,Route,"rue Sauvé, à Rivière-Beaudette",route 340,53.0,86.0,12.0,Saint-Télesphore
4051715,00040-08-010-32K0,Bretelle,A-40 Est,rue Legendre,53.0,71.0,84.0,Québec
4044001,00040-07-060-31B0,Bretelle,Rue Provencher (40900),Autoroute 40 est (Félix-Leclerc),53.0,71.0,86.0,Portneuf
6491101000,Rue de l'Industrie,Route,Bretelle d'entrée de l'A 20 en direction Ouest,Carrefour Giratoire,56.0,29.0,2.0,Beloeil
2082000100,CH. RG 8-9 R-R. LOTS 38 A 62,L,Chemin des Pointes,Chemin du Pont Couvert,53.0,91.0,9.0,Authier-Nord
35241000,ROUTE 352,Route,à l'intersection nord de la route 159,route de Saint-Adèlphe,53.0,70.0,6.0,Saint-Stanislas
24135000,route 241,Route,Intersection nord de la route 112,Intersection nord de la route 243,53.0,90.0,12.0,Warden
11234000,route 112,Route,Route 243,Chemin de la Diligence,53.0,90.0,12.0,Shefford
4052500,AUT. HENRI IV,Route,autoroute 440,route 138,53.0,71.0,84.0,Québec
7338031,00073-02-155-31A0,Bretelle,000730216131A0,Intersection Rue de la Jonction,53.0,66.0,10.0,Lévis
22122500,MONTÉE LUSSIER,Route,Saint-Édouard (61800),chemin Principal (63719),53.0,86.0,13.0,Saint-Édouard
26170000,route 261,Route,à l'intersection nord de la route 226,route 132,53.0,64.0,6.0,Bécancour
6127303000,BOUL. DON QUICHOTTE,Route,montée St-Joseph,Boulevard Perrot,56.0,29.0,2.0,Notre-Dame-de-l'Île-Perrot
11776300,route 117,Route,route Lac Simon,Louvicourt,53.0,91.0,6.0,Val-d'Or
30932500,Route 309,Route,chemin du Ruisseau-Serpent,"chemin Hormidas Bondu, à l'ouest",53.0,88.0,9.0,Notre-Dame-du-Laus
14807500,route 148,Route,chemin Pembrooke,rue Fourth Line à rue Waltham-Chapleau,53.0,89.0,8.0,L'Isle-aux-Allumettes
6497203000,Grande Allée / Chemin Pion,Route,autoroute 20 (côté droit),chemin du Ciné-Parc,56.0,29.0,2.0,Mont-Saint-Hilaire
3345003000,,Route,Rang Nord,route 343,56.0,29.0,2.0,L'Assomption
74046000,Autoroute Robert Bourassa,Route,Entrée bretelle 32B0 venant boul.Wilfrid Hamel,Sortie bretelle 31D0 pour Père-Lelièvre,53.0,71.0,84.0,Québec
4178003000,RUE DES ÉRABLES,Route,route du Quai,route Gravel (à gauche),53.0,71.0,86.0,Neuville
38625000,,Route,Landrienne,route 397,53.0,91.0,8.0,Landrienne
64085003,00640-03-060-31A0,Bretelle,Intersection A-640 Est,Intersection centre du boul. De Gaulle,56.0,29.0,2.0,Lorraine
41039004,00410-01-025-32E0,Bretelle,Boulevard de Portland (S-2),Autoroute 410 ouest,53.0,90.0,8.0,Sherbrooke
1525501,00015-03-080-32A0,Bretelle,INT AUT-015 VOIE N     5+721,Porte du Nord,53.0,88.0,7.0,Saint-Jérôme
24113500,Route 141,Route,Rue Principale (Début réseau MTQ),Route Pierre-Laporte,53.0,90.0,12.0,Bromont
33330000,,Route,rue Desjardins (33610),chemin des 14 îles (31630),53.0,88.0,7.0,Saint-Hippolyte
34550000,Rang de la Rivière / rue Principale,Route,chemin du Moulin,chemin St-Gabriel,53.0,88.0,6.0,Saint-Félix-de-Valois
29870000,Route 298,Route,Autoroute 20,Route 132,53.0,65.0,6.0,Sainte-Luce
34410000,route 344,Route,pont Pearly,Montée Saint-Philippe,53.0,88.0,7.0,Grenville-sur-la-Rouge
41047010,00410-01-025-35E0,Bretelle,A-410 Ouest et V. de S. Ouest (S-7),rue Dunant,53.0,90.0,8.0,Sherbrooke
3036005,00030-03-121-33D0,Bretelle,VENANT AUT. 30 VERS BOUL. DES ERABLES.,Non-défini,53.0,86.0,10.0,Sorel-Tracy
15543200,route 155,Route,pont de Mattawin,pont de la Rivière aux Rats,53.0,70.0,6.0,La Tuque
17205000,route 172,Route,"ponceau de la Rivière du Moulin, à Baude","Ch  ZEC  Chauvin,  La Brosse",53.0,67.0,9.0,Sacré-Coeur
1024908,Rue du Fer Droit,Bretelle,Rue du Fer Droit (Plateau St-Joseph) (S-141),Autoroute 10 Ouest,53.0,90.0,8.0,Sherbrooke
4041102000,RUE DE L'ÉGLISE,Route,Rivière Blanche ouest à Saint-Thurbide,"rue Principale, Rang Saint-Joseph/Saint-David",53.0,71.0,86.0,Saint-Thuribe
9197004000,,Route,rang des Côtes (91972),route 132,53.0,65.0,9.0,Kamouraska
4033501,00040-05-111-31B0,Bretelle,Intersection avec l'autoroute 40,Intersention avec l'autoroute 55,53.0,70.0,7.0,Trois-Rivières
11618000,route 116,Route,route 227,route 137 nord,53.0,86.0,10.0,Sainte-Marie-Madeleine
36795000,ROUTE DE LA RIVIERE-A-PIERRE,Route,route principale (41280),limite de Notre-Dame de Montauban,53.0,71.0,86.0,Rivière-à-Pierre
44022005,00440-01-152-31A0,Bretelle,Intersection Rte 125 Nord et fin bretelle 33A0,Intersection voie de service A-440 Est,56.0,29.0,2.0,Laval
1020104,00010-02-191-31B0,Bretelle,Boulevard de l'Horizon (S-88),Autoroute 10 Est,53.0,90.0,12.0,Shefford
2024001,00020-02-215-32P0,Bretelle,Début bretelle et intersection autoroure 20-132,Intersection de la bretelle 32A0,56.0,29.0,2.0,Longueuil
2529000,autoroute 25,Route,Limite Saint-Roch-de-L'Achigan,route 339,53.0,88.0,6.0,Saint-Roch-Ouest
13206500,RUE SAINT-LAURENT,Route,Chemin de la Beauce (Route 205),Rue de la gare,56.0,29.0,2.0,Beauharnois
4025000,autoroute 40,Route,"Entrée 87, boul. Henri-Bourassa Ouest",accès boul. Gouin,56.0,29.0,2.0,Montréal
13290500,route 132,Route,rte Passerelle,rte du Quai,53.0,63.0,9.0,Port-Daniel - Gascons
32912500,route 329,Route,chemin Tour du Lac (nord),Carrefour giratoire avec la route 117,53.0,88.0,9.0,Sainte-Agathe-des-Monts
9944003000,,Route,Route 132  (Anse-à-Beaufils),route 132  (Coin-du-Banc),53.0,63.0,7.0,Percé
64085004,00640-03-060-31F0,Bretelle,Intersection centre du boul. De Gaulle,Intersection A-640 Ouest,56.0,29.0,2.0,Lorraine
41039003,00410-01-025-32C0,Bretelle,A-410 Ouest (S-2),boul. de Portland,53.0,90.0,8.0,Sherbrooke
13284100,route 132,Route,Montée Laurencelle,Route de Grande-Grève,53.0,63.0,7.0,Gaspé
44022801,00440-01-152-33C0,Bretelle,Int. centre Montée Masson (Rte 125 chaussée droite),Intersection A-440 Est (149m avant la jonction A-25),56.0,29.0,2.0,Laval
6240803000,CHEMIN DE LA 4E LIGNE,Route,rang des Stotttt,Route 223,53.0,86.0,13.0,Saint-Paul-de-l'Île-aux-Noix
7323013,Bretelle sortie sud,Bretelle,A-73 direction Sud,Rte Petite-Pierrette,53.0,66.0,6.0,Beauceville
1311002,00013-02-084-32N0,Bretelle,Intersection A-640 Est,Intersection A-13 Sud (musoir marquage),56.0,29.0,2.0,Boisbriand
5555500,autoroute 55,Route,chemin des Dalles,route 153,53.0,70.0,7.0,Saint-Étienne-des-Grès
1507000,Autoroute 15,Route,Montée du Moulin (63610) (Sortie 29),Montée Monette (63702) (Sortie 38),53.0,86.0,13.0,Saint-Jacques-le-Mineur
1519308,00015-02-135-3AH0,Bretelle,Intersection boul. Notre-Dame Est,Intersection voie de service A-15 Sud et début bretelle 31L0,56.0,29.0,2.0,Laval
52013000,CHEMIN COTE-DE-LIESSE,Route,Venant de la bretelle 32B0,Vers la bretelle 33A0,56.0,29.0,2.0,Dorval
1020900,000100222031A0,Bretelle,Autoroute 10 Est (S-100),Chemin Grand-Bois,53.0,90.0,8.0,Saint-Étienne-de-Bolton
20217000,ROUTE 202,Route,"route 209, à Franklin Centre",route 201,53.0,86.0,12.0,Franklin
9573002000,ROUTE RIOUX,Route,2e rang.,rue Boulay,53.0,65.0,6.0,Sayabec
29565000,route 295,Route,Sainte-Rita,Ch. de la Société est,53.0,65.0,8.0,Saint-Jean-de-Dieu
30957500,,Route,Garnier,Ferme-Neuve (Pont),53.0,88.0,9.0,Ferme-Neuve
13259200,Route 132,Route,Route Moreault,Montée des Coteaux (Accès A-20),53.0,65.0,8.0,Cacouna
30745500,route 307,Route,Poltimore,rte 309,53.0,89.0,6.0,Bowman
19150000,Route del'Église,Route,route de l'Église,A20 (bretelle D),53.0,65.0,8.0,Cacouna
5504500,autoroute 55,Route,route 108,rue St-Patrice,53.0,90.0,10.0,Sainte-Catherine-de-Hatley
2058113,00020-06-081-3AD0,Bretelle,Autoroute 20 ouest,"rte 275, Taniata",53.0,66.0,10.0,Lévis
8471201000,84712-01-000-000C,Route,route 263,chemin Principal (84782),53.0,90.0,6.0,Lac-Drolet
13802800,ROUTE 138,Route,Rue Bridge (route 201 sud),Montée Bryson (60730) (limite de Très-St-Sacrement),53.0,86.0,12.0,Ormstown
4011000,autoroute 40,Route,sortie 66 pour l'autoroute Décarie,Entrée 66 venant de l'autoroute  Décarie Sud à l'A-40 Est,56.0,29.0,2.0,Mont-Royal
2006500,autoroute 20,Route,Avenue Saint-Henri (R-340 ouest),sortie boul. Cardinal-Léger (61270) (sortie 35),56.0,29.0,2.0,Vaudreuil-Dorion
17320000,route 173,Route,74e Rue,"Ancienne limite de Beauceville, ville",53.0,66.0,6.0,Notre-Dame-des-Pins
10540000,ROUTE 105,Route,Église (Vénosta),ch. du Lac Sainte-Marie,53.0,89.0,9.0,Low
7338000,autoroute 73,Route,"route 175, à la sortie 123","à Charny, sortie 128",53.0,66.0,10.0,Lévis
41040000,Autoroute Jacques-O'Bready,Route,boul. Portland,route 112 (rue King),53.0,90.0,8.0,Sherbrooke
13263500,route 132,Route,Saint-Simon,Saint-Fabien,53.0,65.0,8.0,Saint-Simon
6722002000,RUE MAPLE,Route,Rue Du Domaine-Mon-Louis,Stationnement du centre de ski du Mont Sutton,53.0,90.0,12.0,Sutton
4233800500,RUE D'ESTIMAUVILLE,Route,Voie d'accès à l'autoroute 440 Est,Au musoir,53.0,71.0,84.0,Québec
